gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000012048	BRCA1	4686.408	4182.002	2790.759	1889.685	7760.998	9421.962	7691.344	9044.93700000001
ENSG00000012061	ERCC1	5960.999	6080.817	6197.336	7060.273	5450.001	7808.998	2256.658	2285.05
ENSG00000012124	CD22	25858.997	25897.732	8	19	351	334.01	63.001	70
ENSG00000012171	SEMA3B	23	34	567.393	1053.074	156	235	3275.912	6527.299
ENSG00000012174	MBTPS2	1528.013	1511.87	1323.258	944.472	1871.908	1764.68	3777.203	4022.981
ENSG00000012211	PRICKLE3	1076	1220	1301.545	1772.494	1950.001	2823.001	658.618	721.003
ENSG00000012223	LTF	0	0	46.072	59	19	1	0	0
ENSG00000012232	EXTL3	2279.055	2600	19885.626	18970.361	1975	2245	3083.182	3883.096
ENSG00000012504	NR1H4	0	0	0	0	0	0	1	0
ENSG00000012660	ELOVL5	16055	15020	19490.513	10406.235	11108.001	13492	5326	5566.978
ENSG00000012779	ALOX5	7570.999	7368	503	632.004	102	202	431	292
ENSG00000012817	KDM5D	0	0	4803.409	4457.081	0	0	0	0
ENSG00000012822	CALCOCO1	1553.001	1419.998	3564.815	2818.345	1344.002	1929.021	6289.7	5350.742
ENSG00000012963	UBR7	6070.523	5860.982	4766.551	3137.079	4434.999	5375.964	14115.817	16515.42
ENSG00000012983	MAP4K5	3698.999	3141	1584.002	999.022	2708	3268	6670.252	5794.538
ENSG00000013016	EHD3	2351	2610	3052.183	2916.847	0	11.004	768.016	1090.013
ENSG00000013275	PSMC4	5493.583	6477.565	8457.429	8673.207	5546.417	7532.045	7488.173	10549.107
ENSG00000013288	MAN2B2	3014	2961	1391.762	1901.007	1327.999	1430.137	1994.111	2901.897
ENSG00000013293	SLC7A14	0	0	157.003	160.007	1	0	1	2
ENSG00000013297	CLDN11	1	0	692	1004	12.002	6.155	39.923	14
ENSG00000013306	SLC25A39	15397	18038.999	27669.986	32150.967	20233	20384.999	9416.121	13981.518
ENSG00000013364	MVP	5405.063	6263.76	355.297	625.519	81	60	1632.182	2092.187
ENSG00000013374	NUB1	5621.999	4707.999	3576.067	2895.776	7049	10104	5252.875	4772.785
ENSG00000013375	PGM3	1768.449	1524.001	3195.711	1624.939	3706.999	4381.199	6721.4	6216.901
ENSG00000013392	RWDD2A	561.996	414	572.83	365	350	617	1694.975	1397.991
ENSG00000013441	CLK1	8358.926	6706.999	2047.624	877.689	2989.999	4635.055	15145.573	10548.597
ENSG00000013503	POLR3B	1428	1136	1473.004	1037	2461	2737	2365.484	2612.998
ENSG00000013523	ANGEL1	3079.758	2838	6249.644	6164.58	2038.001	2220.999	7739.497	8294.612
ENSG00000013561	RNF14	1271	1091.4	724	511.803	3811.807	4688.931	3746.127	3623.436
ENSG00000013563	DNASE1L1	1548.999	1756.001	3377.524	2932.391	1241.999	1253.002	2702.066	2956.599
ENSG00000013573	DDX11	5957.684	7022.218	12200.152	13110.656	7493.101	10447.565	7050.339	9397.695
ENSG00000013583	HEBP1	1	0	1581.276	1218.033	234	281	1151	1416.003
ENSG00000013588	GPRC5A	514.223	450	254.012	193	11	2	87535.51	86859.868
ENSG00000013619	MAMLD1	4	6	59	45	0	18	905.001	891.077
ENSG00000013725	CD6	854	1033	8	4	0	1	7	1
ENSG00000013810	TACC3	8774.597	10643.502	9235.063	12233.091	8069.862	12340.006	5486.853	8100.26
ENSG00000014123	UFL1	2935.017	2437	662	378.001	2454	3077	5492.562	4646.526
ENSG00000014138	POLA2	6649	6462.999	7863.227	5496.832	6257	6467.001	6886.663	10540.465
ENSG00000014164	ZC3H3	1348	1686	2678.338	3248.054	1253	1646	661.004	949
ENSG00000014216	CAPN1	8419.999	10000.092	25339.416	29260.028	8396.999	11212.002	12931.237	15453.958
ENSG00000014257	ACPP	1	10	182	85	15	21	206	125
ENSG00000014641	MDH1	18534.001	16181.94	26381.824	12053.251	17008.999	18763	16632.732	17573.236
ENSG00000014824	SLC30A9	5487	4656	7507.204	3988.284	5984	6959.747	7812.661	7081.765
ENSG00000014914	MTMR11	54	42	487.027	430.725	52	60	2957.136	2814
ENSG00000014919	COX15	3816	3536	3228.095	2362.378	1775.009	2400.999	3863.391	4049.01
ENSG00000015133	CCDC88C	9336.998	10415	2971.756	4816.637	2050.999	2515	4373.32	4220.28
ENSG00000015153	YAF2	1161.999	1084	59	29.002	898	1511.343	1877.955	1647.15
ENSG00000015171	ZMYND11	2111	2075.001	1898.403	815.001	1277.001	1613.001	26876.116	29165.009
ENSG00000015285	WAS	2271.999	3417	40	68.999	344	397	141	155
ENSG00000015413	DPEP1	0	0	307.001	334	11	0	4	5
ENSG00000015475	BID	8316	8587.058	4230.536	3276.873	5599.971	6976.999	3927.393	4000.204
ENSG00000015479	MATR3	31966.924	29281.001	25015.225	17229.349	33405.709	40007.075	35474.039	29492.783
ENSG00000015520	NPC1L1	1	3	60.003	53.008	2	11	45	29
ENSG00000015532	XYLT2	2348.949	2794.999	6385.791	7308.017	1105	1299	1140.001	1903.827
ENSG00000015568	RGPD5	467.64	999.043	1332.418	1272.616	67.312	145.756	2078.578	2985.433
ENSG00000015592	STMN4	37	12	0	0	0	0	7	2
ENSG00000015676	NUDCD3	6582.999	6078	8685.123	8451.317	4077	5004.001	7638.999	8353.078
ENSG00000016082	ISL1	0	0	5	13	0	0	283	202
ENSG00000016391	CHDH	1389.061	1462.556	2836.707	2470.809	158	311.136	2156.488	2470.423
ENSG00000016402	IL20RA	0	7	302	195	0	0	54	72
ENSG00000016490	CLCA1	0	0	0	0	0	1	0	0
ENSG00000016602	CLCA4	11	0	0	0	0	0	0	0
ENSG00000016864	GLT8D1	2888.999	2798.999	2042.975	1287.214	2016.999	2349.001	3869.309	3480.511
ENSG00000017260	ATP2C1	7297	5680.002	5735.75	2704.494	3913.964	4195	15340.274	14431.321
ENSG00000017373	SRCIN1	35	45	741.999	1085.001	4	3	332.056	486.009
ENSG00000017427	IGF1	313	233	1	2	661.001	700	2	0
ENSG00000017483	SLC38A5	7086.383	7696	12478.849	10870.388	13767.063	13795.21	43	22
ENSG00000017621	MAGIX	100	83	85.016	106.999	88	113	70.847	141.227
ENSG00000017797	RALBP1	6884	6236	8658.678	7161.948	8753.001	12325	9838.269	9631.581
ENSG00000018189	RUFY3	1611.999	1660.001	1162.999	828.05	1728	1958	1834	1736
ENSG00000018236	CNTN1	1	0	2221.414	1014.847	0	0	11	7.026
ENSG00000018280	SLC11A1	15	38	33.077	23.003	131	197	24.209	12
ENSG00000018408	WWTR1	658	627	2227.808	2151.224	11	32	3949.9	3198.678
ENSG00000018510	AGPS	6232	5796	3245.266	1582.39	8834	11314.49	34	35
ENSG00000018607	ZNF806	0	0	8	2	0	0	0	0
ENSG00000018610	CXorf56	2065.709	1871	1127.855	1197.684	2687.11	2790.308	3019.629	2875.049
ENSG00000018625	ATP1A2	0	1	10326.733	10818.438	2	0	4.065	4
ENSG00000018699	TTC27	2525	2095	1952.596	1153.692	4971.001	5928	2135.499	2236.063
ENSG00000018869	ZNF582	56.999	43	319	220	139	207	0	0
ENSG00000019102	VSIG2	16	14	13	15	0	0	139	134
ENSG00000019144	PHLDB1	0	3	10592.691	12642.368	2473.999	3632.05	6735.782	5524.678
ENSG00000019169	MARCO	4	1	0	0	0	0	0	0
ENSG00000019186	CYP24A1	0	0	2	8	0	0	2042	1657
ENSG00000019485	PRDM11	66	135	294	424.002	16	37	245	249.001
ENSG00000019505	SYT13	0	0	1347.029	1458.371	6	14	11	19.024
ENSG00000019549	SNAI2	0	0	48	35	0	0	777	639.409
ENSG00000019582	CD74	160424.001	235456	4881.031	4387.26	91	20	3	5
ENSG00000019991	HGF	74	37	14	6	0	0	0	1
ENSG00000019995	ZRANB1	1365.17	1336.896	2490.24	1393.396	115.007	169.917	6009.714	5655.048
ENSG00000020129	NCDN	2715	3252	6192.029	7767.409	3232	3721	2198	3120.565
ENSG00000020181	GPR124	2	18	707	1001.558	55	65	383.003	425
ENSG00000020219	CCT8L1P	0	0	0	3	0	0	2.59	2
ENSG00000020256	ZFP64	1739	1999	5489.396	5245.071	1014	1165	2324.085	2308.452
ENSG00000020426	MNAT1	1156.001	863.999	1472.677	766.549	1830	2216	2659.999	2964.542
ENSG00000020577	SAMD4A	91.002	62.001	686.012	904.029	850.001	1063	2433.006	2205.001
ENSG00000020633	RUNX3	12216	15089	82	99	45	66	2	1
ENSG00000020922	MRE11A	2421.002	2114	891.025	514.624	2986.999	3738.572	2528.983	2470.039
ENSG00000021300	PLEKHB1	72	102	3095.208	3603.015	35	0	1032	919.008
ENSG00000021355	SERPINB1	74	69	1413.222	901.306	4805	6990.654	2534.296	2265.277
ENSG00000021461	CYP3A43	0	0	10.9	5	0	1	9.555	2.022
ENSG00000021488	SLC7A9	0	1	12	8	0	1	18	11
ENSG00000021574	SPAST	1566	1397	1383.994	793	2154	2642.425	3425.025	2939
ENSG00000021645	NRXN3	210.001	159	735.031	703	0	0	27.315	31.816
ENSG00000021762	OSBPL5	0	0	750.136	1048.858	888.001	1584.001	350	534.001
ENSG00000021776	AQR	5847.001	5394	8347.787	4194.944	6678.856	8112.056	9492.285	9802.766
ENSG00000021826	CPS1	78	39	1444.921	1096.869	764.001	887.999	331	249.001
ENSG00000021852	C8B	0	0	2	0	0	0	1	1
ENSG00000022267	FHL1	9	1	6786.372	4804.057	5	14	1857.001	2837.998
ENSG00000022277	RTFDC1	5603	5404.999	3263.104	2555.14	5606.001	7627.999	11311.247	14135.77
ENSG00000022355	GABRA1	3	0	897	278.394	0	0	2	0
ENSG00000022556	NLRP2	94.999	162.695	133.649	132.168	3143	3842.969	1.29	0
ENSG00000022567	SLC45A4	428	494	3373.152	3423.735	1493	1839.213	712	1015.001
ENSG00000022840	RNF10	6148.002	6332.999	9144.803	7063.066	7396.001	9174.147	9241.27	10347.356
ENSG00000022976	ZNF839	1761.001	1486.001	1349.93	1461.761	786.001	972.306	2196.339	2762.326
ENSG00000023041	ZDHHC6	3131	2631.001	2009.983	924	1831	2368	5367.201	5426.173
ENSG00000023171	GRAMD1B	6413.778	5829	2183.343	2028.003	1	2	6.03	3
ENSG00000023191	RNH1	8432	10579.999	5604.549	8066.166	7733.999	10872	2628.933	3911.168
ENSG00000023228	NDUFS1	9837.135	8448.241	8107.895	4793.401	8779.328	10899.384	14959.603	16383.669
ENSG00000023287	RB1CC1	1807.999	1277.001	2201.044	1539.253	3509	5744.206	7903.985	4740
ENSG00000023318	ERP44	4079	4083	1904.03	1056.743	2853.927	3540.834	7133	7742.21
ENSG00000023330	ALAS1	7044	6301.999	8537.834	7430.03	1633.001	1833	2854	3259.021
ENSG00000023445	BIRC3	15182.032	11683.783	12	4	73	39	143	76
ENSG00000023516	AKAP11	8607	7321.219	3136.375	1677.702	3318	4619	15318.661	13798.384
ENSG00000023572	GLRX2	662	905.001	236	156.064	2857	3228	1286.64	1505.661
ENSG00000023608	SNAPC1	679.345	432.993	1061	804.326	846.81	1113.112	1735.787	1369.987
ENSG00000023697	DERA	2400	2040	1113.126	487.002	530.001	494	1398.999	1413.862
ENSG00000023734	STRAP	11108.999	9092	13033.376	10751.196	8115	9311	10379.36	10621.492
ENSG00000023839	ABCC2	22	51	184	89.002	0	10	261	310
ENSG00000023892	DEF6	5694.001	6446	520.008	603.914	3418	4794	330.782	390.025
ENSG00000023902	PLEKHO1	9952	11510.999	2154.439	2051.964	843.001	1049	736.124	413.174
ENSG00000023909	GCLM	1068	1056	614.773	346.03	3672	4108	1279.835	1791.394
ENSG00000024048	UBR2	3411.001	2883	3584.111	2127.89	5885.025	6804	7102.272	7475.753
ENSG00000024422	EHD2	1	0	1210.185	2776.489	1279	2012	1325.445	2364.985
ENSG00000024526	DEPDC1	1842	1456	1894.973	947.03	2066	2578	4813.951	4082.166
ENSG00000024862	CCDC28A	983	833	694	292.032	1098	1639	1311	910
ENSG00000025039	RRAGD	1171	1035.999	1776	810.017	0	0	416	599
ENSG00000025156	HSF2	1677	1227	2361.442	967.85	2721.992	3384.999	2938.006	2646.415
ENSG00000025293	PHF20	4195	3780	5112.871	3718.726	2778.999	3682	2745.686	2733.113
ENSG00000025423	HSD17B6	69	63	309.001	168.001	57	33	179.998	177
ENSG00000025434	NR1H3	224	202.001	2722.348	2567.068	976.001	1003.998	414.002	548.001
ENSG00000025708	TYMP	4501.128	4553.558	87.997	98.952	230.888	254.999	53.077	101.968
ENSG00000025770	NCAPH2	6859.001	7342.998	6189.496	6139.794	5017.001	6645.999	1469.072	2440.178
ENSG00000025772	TOMM34	4030	4011	4384.777	3231.982	4322	4762	2423.96	2495.138
ENSG00000025796	SEC63	5638	4738	4631.434	2535.48	7619.682	9968.957	11761.561	10942.944
ENSG00000025800	KPNA6	9582	8558.968	12699.648	9665.229	11177.415	12117.476	11846.935	11906.589
ENSG00000026025	VIM	12045.824	13793	25290.211	23570.919	20639.999	35892.855	223.999	211
ENSG00000026036	RTEL1-TNFRSF6B	1676.32	1854.174	1850.201	2035.679	1881.747	3253.615	973.034	1824.292
ENSG00000026103	FAS	5972.001	4737.001	892.012	332.003	2	37	1146.001	1049.409
ENSG00000026297	RNASET2	3978.365	4346.886	1270.853	1514.008	5635.356	7886.872	1562.62	2516.964
ENSG00000026508	CD44	14614	12746.999	920.95	509.999	180	231	5190.998	5062.002
ENSG00000026559	KCNG1	0	0	2643	4146.352	106.567	134.014	392.369	357.097
ENSG00000026652	AGPAT4	421	342	5408.68	4926.546	1919	2173.356	72	34
ENSG00000026751	SLAMF7	15488	14643.113	0	2	26	53	4.451	0
ENSG00000026950	BTN3A1	3120.083	2583.852	1007.646	638.07	574.808	663.701	43.156	8.123
ENSG00000027001	MIPEP	2626	2758	1946.018	1139.427	1060	1303	1119.093	1315
ENSG00000027075	PRKCH	4029	3462.998	893.211	690.903	379	465	4849.095	4388.333
ENSG00000027644	INSRR	0	1	10	8	45	19	0	0
ENSG00000027697	IFNGR1	10801.001	9063.205	1235.038	672.075	1808	2077.001	3687.298	2782.002
ENSG00000027847	B4GALT7	1894	1894.335	3445.37	3424.999	1056.001	1559.001	900.999	1224.406
ENSG00000027869	SH2D2A	758.001	707	330.049	448.001	965	1117	6	3
ENSG00000028116	VRK2	4353	3876.835	878.208	446.999	2433	3352.999	2735.997	2537.267
ENSG00000028137	TNFRSF1B	9076	10235	448.297	473.533	8141.999	9653.999	8	2
ENSG00000028203	VEZT	6821	5344.999	5383.834	2633.007	2873	3746.007	10965.488	9891.793
ENSG00000028277	POU2F2	7837.001	8403.999	980.692	1043.023	47	89	69	61
ENSG00000028310	BRD9	4974.001	5682.001	1607.472	2604.903	5556.963	7731.706	5935.392	5414.963
ENSG00000028528	SNX1	9411.001	8601.956	5771.838	4411.256	8739	12336.767	15518.77	15298.164
ENSG00000028839	TBPL1	2291.001	2322.999	1750.579	855.837	6426	5921.001	2742.509	2082.764
ENSG00000029153	ARNTL2	4665.007	3781.001	980	442.032	24	56	2362.891	2365.823
ENSG00000029363	BCLAF1	14864.953	12378	8808.088	4148.151	15537	21079.999	35123.706	31079.579
ENSG00000029364	SLC39A9	6862.999	6317.001	6679.013	4613.502	3812.001	4438.001	15138.851	15598.643
ENSG00000029534	ANK1	138	185	761	1112.025	14500	17865	210	273.999
ENSG00000029559	IBSP	1	0	0	0	0	0	44	42
ENSG00000029639	TFB1M	1737.999	1529.999	2104.948	1061.974	1810.001	2281.815	620.001	665.178
ENSG00000029725	RABEP1	8104	7070.999	3009	1500.428	3640.999	5021	8542.788	9143.726
ENSG00000029993	HMGB3	4227.001	3822.074	14119.786	7635.569	5586	8011	32159.368	29082.795
ENSG00000030066	NUP160	9548	8288.999	14821.984	8562.93	11531	13948	23092.308	22461.159
ENSG00000030110	BAK1	3736.148	4361.435	5727.327	5959.624	2086.33	2957.603	1060.998	1651.971
ENSG00000030304	MUSK	8.001	2	1	0	0	0	0	0
ENSG00000030419	IKZF2	20181	17468.17	317	223.007	16	18	2283.841	1282.999
ENSG00000030582	GRN	11995.999	14811.999	35812.532	41256.044	2616.043	2801	9802.427	16738.081
ENSG00000031003	FAM13B	3301	2916.999	2276.656	1277.89	2179.999	2567.001	9418.366	7196.515
ENSG00000031081	ARHGAP31	4573	4794	614	532.001	0	0	121	87
ENSG00000031544	NR2E3	0	0	89.573	98.001	0	0	37	34.001
ENSG00000031691	CENPQ	567	541	963.154	377	1356	2025	1470	1273
ENSG00000031698	SARS	7843.988	8515.999	8879.017	9106.1	15134	19675	18006.17	19413.041
ENSG00000031823	RANBP3	7064	8087.002	10280.59	10637.915	5896.999	7681	2050.983	2875.408
ENSG00000032219	ARID4A	1616	1394	632	341.083	1166.999	1834.001	8256.633	6991.151
ENSG00000032389	TSSC1	3224	3759.999	5650.824	4747.899	2730	3516.999	2223.001	3210.392
ENSG00000032444	PNPLA6	6078.998	7042.407	9233.155	17171.901	1720.42	1918	1133	1808.428
ENSG00000032742	IFT88	375	261.001	267	129.067	1077.001	1232	1443.999	1413.999
ENSG00000033011	ALG1	2281.999	2319	6423.711	5380.077	1751.002	1957.631	1878.274	2327.939
ENSG00000033030	ZCCHC8	2591.739	2428	2311.919	1774.83	4280.997	5783.001	4091.659	4006.01
ENSG00000033050	ABCF2	8222	8311.001	6505.467	5225.227	13741.6	16686	7494.572	9566.883
ENSG00000033100	CHPF2	4528.999	4882	3742.361	4444.518	2944	4140	4011.004	5316.27
ENSG00000033122	LRRC7	0	0	14	17	91	162	9	0
ENSG00000033170	FUT8	5891.002	5356.999	1622.356	935.999	660.001	912	12301.216	8345.147
ENSG00000033178	UBA6	4466.246	3828	3162.99	1469.974	8531	10295.001	7620.193	7386.981
ENSG00000033327	GAB2	1468	1299	2005	2091.663	2898	4690	1248	1639.373
ENSG00000033627	ATP6V0A1	3928.008	4031.998	7635.015	8110.419	8021.937	11548.141	3937.352	4646.488
ENSG00000033800	PIAS1	3124	2448.001	5301.053	2894.038	2248	2515	4550.374	3964.673
ENSG00000033867	SLC4A7	3377.001	2790	5677.179	2600.505	921.001	1043	8529.087	7918.111
ENSG00000034053	APBA2	0	0	4063.301	3516.081	5238	5816	333.001	391.001
ENSG00000034063	UHRF1	7733.335	10250.448	3826.876	5439.635	7077.511	9700.045	6540.161	9006.267
ENSG00000034152	MAP2K3	2940	3141	2211.017	2776.748	764.001	878	1335.999	1693.728
ENSG00000034239	EFCAB1	0	0	6	11	0	0	0	0
ENSG00000034510	TMSB10	66692.003	57113	12336.644	12937.636	20876.498	21848.203	17303.619	18830.854
ENSG00000034533	ASTE1	664	513.001	994	573	566	497	1847.1	1663
ENSG00000034677	RNF19A	8081.999	6590.001	853.002	471.354	1698	2762.001	15510.384	11032.874
ENSG00000034693	PEX3	1909	1523.751	902.132	463	1524	1994	2542.008	2644.469
ENSG00000034713	GABARAPL2	5374.999	4789.184	3476.733	1752.024	3829	4585	10178.285	9367.39
ENSG00000034971	MYOC	0	0	0	0	0	0	1	0
ENSG00000035115	SH3YL1	1584.998	1239.001	1559.023	1198.026	432.999	527.825	7240.785	5690.001
ENSG00000035141	FAM136A	8369	7591	6274.793	4509.295	7928.001	9704.598	13804.839	13819.388
ENSG00000035403	VCL	7414	7483.001	55211.509	36668.362	20031.576	28115.41	12414.32	12085.595
ENSG00000035499	DEPDC1B	3731.999	3054.047	4181.849	2615.724	4371	5570.999	5178.739	4387.221
ENSG00000035664	DAPK2	549	559.001	172.004	166.021	245	294	494.187	564.592
ENSG00000035681	NSMAF	3842	3031.001	1894.474	1157.974	3640	4624.803	8354.226	8074.767
ENSG00000035687	ADSS	5891	4890	5632.901	3511.892	7048.999	9277	6844.317	6271.711
ENSG00000035720	STAP1	565	491	0	0	109	98	0	0
ENSG00000035862	TIMP2	0	0	4062.323	4084.594	0	0	3461.707	3796.709
ENSG00000035928	RFC1	4048.001	3619.001	4392.483	2395.604	4079	6576.999	6738.333	7025.564
ENSG00000036054	TBC1D23	1319	1399.999	1375.679	640.172	3769	4639	5146.999	4535.426
ENSG00000036257	CUL3	5040.001	4671.002	3363.367	1577.05	3623.001	4854.751	12220.872	11349.627
ENSG00000036448	MYOM2	0	11	59	59	3	7	4	0
ENSG00000036473	OTC	0	0	0	0	0	0	0	0
ENSG00000036530	CYP46A1	0	0	109.897	200	14	0	180.241	150
ENSG00000036549	ZZZ3	3014	2535.001	3335.291	1624.814	3610	4172	6395.016	5201.59
ENSG00000036565	SLC18A1	0	0	1	2	0	0	0	0
ENSG00000036672	USP2	3	3	483	597	903.999	696.001	230	297.962
ENSG00000036828	CASR	16	15	56.999	83	0	0	1	1
ENSG00000037042	TUBG2	1024.274	931.822	2043.942	3235.659	10.314	16.016	1113.151	1319.396
ENSG00000037241	RPL26L1	2413.718	2160.998	2312.135	1184.539	2867.001	3157.986	3850.59	4354.958
ENSG00000037280	FLT4	0	0	2270.13	2628.008	21	18	112.001	216
ENSG00000037474	NSUN2	10596	10774.687	6649.795	5578.013	16844.999	21196.119	12030.741	14844.734
ENSG00000037637	FBXO42	2668	2595	4563.288	4105.038	2917	3174.119	3442.83	3967.207
ENSG00000037749	MFAP3	2418.539	1666.458	3557.988	1989.471	2590	2982.002	4774.999	3995.001
ENSG00000037757	MRI1	4162	4389.002	3503.774	4179.984	3426.262	4599	2653.361	3577.5
ENSG00000037897	METTL1	1061.999	1293.999	2410.113	1865.741	1261	1391.382	2674.004	2774.828
ENSG00000037965	HOXC8	0	0	0	0	130	161	134	190
ENSG00000038002	AGA	1050	1078	680	447	589	732	1158.364	1088.016
ENSG00000038210	PI4K2B	5779	4987	795.355	533.007	2287	3417	4698.894	4236.923
ENSG00000038219	BOD1L1	6458.999	6158.015	3328.058	2163.147	3327.009	5568.254	9933.842	8313.925
ENSG00000038274	MAT2B	4741	3925	4855.748	2338.53	3589	4465.001	5809.666	4839.249
ENSG00000038295	TLL1	11	2	56	29	0	0	12	3
ENSG00000038358	EDC4	8340.175	9471.366	11046.342	12360.852	11455.109	16043.608	6559.274	8900.575
ENSG00000038382	TRIO	10765.001	10951.999	10795.6	10389.896	228	352.001	20512.551	19332.995
ENSG00000038427	VCAN	1414	1461.999	42317.155	31309.656	26	19	53	57
ENSG00000038532	CLEC16A	4015.001	4406.999	2519.708	3217.041	2526.513	3118.801	4793.682	5932.67
ENSG00000038945	MSR1	4	2	3	0	21	26	1	0
ENSG00000039068	CDH1	4655	4013.051	44889.184	34425.248	1	0	63001.94	94439.451
ENSG00000039123	SKIV2L2	7226.001	5735	4000.003	2133.694	14008.301	18815.524	9869.469	9903.669
ENSG00000039139	DNAH5	0	2	117	54	0	0	909	486
ENSG00000039319	ZFYVE16	1269.483	980	1151.908	832.169	1879.999	2313.009	6122.17	5283.049
ENSG00000039523	FAM65A	1212.002	1574	631.001	863.758	966.001	1020.999	2112.101	2693.528
ENSG00000039537	C6	0	0	0	0	0	0	0	4
ENSG00000039560	RAI14	263	219	11853.551	8216.169	4988	6073	4653.39	2793.099
ENSG00000039600	SOX30	8	0	49	39	0	3	19	8
ENSG00000039650	PNKP	3135.001	3426.999	4118.042	5211.225	2872.009	4072.998	1613.523	2515.477
ENSG00000039987	BEST2	0	8	960	1203	0	0	8.002	7
ENSG00000040199	PHLPP2	3176.001	2897	3682.689	2418.164	972	1014	7106.627	8072.675
ENSG00000040275	SPDL1	4431	3570	2207.148	1003.511	4255.999	6570	7124.232	6912.098
ENSG00000040341	STAU2	3344.002	2629	3121.538	1570.028	2592.001	3124.001	6517.178	5907.833
ENSG00000040487	PQLC2	1673	1662	2954.225	3118.183	2236	3544	502	887.415
ENSG00000040531	CTNS	913.999	1063.002	2006.338	1912.15	576	717.378	660.007	821.064
ENSG00000040608	RTN4R	39	84	5073	5291.567	109	212	122	192
ENSG00000040633	PHF23	2964	3423.001	4597.191	3409.983	2625	3250	2345.262	2152.388
ENSG00000040731	CDH10	0	6	20	8	0	0	1	0
ENSG00000040933	INPP4A	7483	7984.797	7969.502	7522.197	1822	1777.999	4475	5175.999
ENSG00000041353	RAB27B	0	0	19	13	229	230	2513	1804.658
ENSG00000041357	PSMA4	12498.012	9848.998	14092.157	6035.487	16532	25730.149	31583.074	31586.346
ENSG00000041515	MYO16	2	5	5	5.003	822.001	1076	130.496	119.64
ENSG00000041802	LSG1	4777.001	5168.999	3947.569	2756.127	5237.796	6561.722	12311.479	13235.412
ENSG00000041880	PARP3	2256	2613	200.017	207.001	449.001	651	318	320.999
ENSG00000041982	TNC	36	40	949	994	0	1	61	189
ENSG00000041988	THAP3	863.001	903	642.005	771.826	1555	1439.093	268.017	246.014
ENSG00000042062	FAM65C	7	0	849.063	1058.899	8106.114	9776.121	416.185	481.358
ENSG00000042088	TDP1	3926.001	3593	4329.609	2821.999	2354	2552.041	4844.794	5285.748
ENSG00000042286	AIFM2	3090	3595	895.845	698.062	2012	2499	1070.435	1435.451
ENSG00000042304	C2orf83	0	0	0	0	0	0	2.002	1.001
ENSG00000042317	SPATA7	155.001	102.999	372.041	212.999	211	195.999	1823.001	1314.999
ENSG00000042429	MED17	2522.015	2386.04	1603.194	1289.597	1909.367	2688.853	2574.585	2338.515
ENSG00000042445	RETSAT	2900.001	2647.001	2799.897	2655.142	1602	2270	2095.012	2214.463
ENSG00000042493	CAPG	5949	5935	5307.817	5322.255	2544.001	3417.001	767	1405.999
ENSG00000042753	AP2S1	5201.999	6112	10670.419	11816.364	6500	9081.001	3845.557	5944.294
ENSG00000042781	USH2A	8	1	17	13	0	0	9	4
ENSG00000042813	ZPBP	0	0	2	0	0	0	2	4
ENSG00000042832	TG	5	3	3	2	0	3	25	15
ENSG00000042980	ADAM28	0	0	100	77	9	0	6	3
ENSG00000043039	BARX2	4	1	1	0	0	1	205.15	292
ENSG00000043093	DCUN1D1	3298	2641	2220.189	1008.784	2808	3633.031	8240.994	6402.191
ENSG00000043143	JADE2	5933.512	6785.001	7134.63	6476.707	1213	2208	3960.069	5258.376
ENSG00000043355	ZIC2	0	0	9888.376	9921.479	598	858.001	355	387
ENSG00000043462	LCP2	2392	2141	37	12	1408.999	1546.001	2	0
ENSG00000043514	TRIT1	2266	2278	1322.257	885.023	5859.001	6942.999	2497	2272.999
ENSG00000043591	ADRB1	356	337	25	20	0	4.092	22	35
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	3463	3293.584	5613.667	5931.602	3073	3837.001	4859.595	5289.647
